PRN Index,PRN VRAM,PRN Type,GPU Index
0,100,0,0
120,50,0,0
1,100,0,1
121,49,0,1
2,100,0,2
122,48,0,2
3,99,0,3
113,51,0,3
4,98,0,4
110,52,0,4
5,98,0,5
111,52,0,5
6,98,0,6
112,52,0,6
7,98,0,7
114,51,0,7
8,98,0,8
115,51,0,8
9,97,0,9
106,53,0,9
10,97,0,10
107,53,0,10
11,97,0,11
108,53,0,11
12,97,0,12
109,53,0,12
13,97,0,13
116,51,0,13
14,96,0,14
104,54,0,14
15,96,0,15
105,54,0,15
16,96,0,16
117,51,0,16
17,94,0,17
102,56,0,17
18,94,0,18
103,56,0,18
19,93,0,19
118,51,0,19
20,93,0,20
119,51,0,20
21,93,0,21
123,48,0,21
22,92,0,22
101,58,0,22
23,92,0,23
124,48,0,23
24,92,0,24
125,47,0,24
25,91,0,25
97,59,0,25
26,90,0,26
95,60,0,26
27,89,0,27
94,61,0,27
28,89,0,28
96,60,0,28
29,89,0,29
98,59,0,29
30,88,0,30
91,62,0,30
31,88,0,31
92,62,0,31
32,88,0,32
93,62,0,32
33,88,0,33
99,59,0,33
34,87,0,34
87,63,0,34
35,87,0,35
88,63,0,35
36,87,0,36
89,63,0,36
37,86,0,37
84,64,0,37
38,86,0,38
85,64,0,38
39,86,0,39
86,64,0,39
40,85,0,40
80,65,0,40
41,85,0,41
81,65,0,41
42,85,0,42
82,65,0,42
43,85,0,43
83,65,0,43
44,83,0,44
75,67,0,44
45,82,0,45
69,68,0,45
46,80,0,46
66,70,0,46
47,80,0,47
67,69,0,47
48,79,0,48
64,71,0,48
49,77,0,49
58,73,0,49
50,76,0,50
56,74,0,50
51,76,0,51
57,74,0,51
52,76,0,52
59,73,0,52
53,75,0,53
54,75,0,53
55,75,0,54
60,73,0,54
61,72,0,55
62,72,0,55
63,72,0,56
65,71,0,56
68,69,0,57
70,68,0,57
71,68,0,58
72,68,0,58
73,68,0,59
74,68,0,59
76,67,0,60
77,66,0,60
78,66,0,61
79,66,0,61
90,63,0,62
100,59,0,62
183,28,0,62
126,47,0,63
127,46,0,63
128,46,0,63
129,46,0,64
130,46,0,64
131,46,0,64
132,45,0,65
133,45,0,65
134,45,0,65
135,44,0,66
136,44,0,66
137,43,0,66
138,43,0,67
139,43,0,67
140,43,0,67
202,21,0,67
141,43,0,68
142,43,0,68
143,41,0,68
197,23,0,68
