PRN Index,PRN VRAM,PRN Type,GPU Index
140,5,2,0
100,10,2,0
136,6,2,0
149,3,2,0
151,3,2,0
101,10,2,0
102,10,2,0
148,3,2,0
144,4,2,0
131,7,2,0
143,4,2,0
130,7,2,0
126,7,2,0
121,8,2,0
133,6,2,0
139,5,2,0
113,9,2,1
125,7,2,1
123,8,2,1
117,8,2,1
132,7,2,1
146,4,2,1
110,9,2,1
137,5,2,1
127,7,2,1
124,7,2,1
119,8,2,1
116,8,2,1
115,9,2,1
104,10,2,2
106,10,2,2
109,9,2,2
107,10,2,2
114,9,2,2
112,9,2,2
103,10,2,2
134,6,2,2
118,8,2,2
120,8,2,2
145,4,2,2
152,3,2,2
141,4,2,2
20,7,0,3
21,7,0,3
36,5,0,3
48,4,0,3
34,6,0,3
30,6,0,3
32,6,0,3
8,9,0,3
24,7,0,3
57,2,0,3
82,6,1,3
67,9,1,3
79,7,1,3
63,10,1,3
66,9,1,3
174,7,3,4
189,3,3,4
162,9,3,4
159,9,3,4
164,9,3,4
169,8,3,4
165,9,3,4
163,9,3,4
170,8,3,4
192,3,3,4
173,8,3,4
156,10,3,4
181,6,3,4
195,2,3,4
26,7,0,5
1,10,0,5
56,2,0,5
52,3,0,5
39,5,0,5
38,5,0,5
18,7,0,5
50,3,0,5
17,8,0,5
4,10,0,5
37,5,0,5
25,7,0,5
33,6,0,5
51,3,0,5
49,3,0,5
43,4,0,5
41,4,0,5
12,8,0,5
40,5,0,6
35,5,0,6
11,8,0,6
44,4,0,6
10,9,0,6
27,7,0,6
42,4,0,6
6,10,0,6
5,10,0,6
22,7,0,6
47,4,0,6
23,7,0,6
3,10,0,6
28,6,0,6
45,4,0,6
59,10,1,7
86,5,1,7
74,7,1,7
92,4,1,7
150,3,2,7
108,10,2,7
111,9,2,7
142,4,2,7
147,3,2,7
135,6,2,7
105,10,2,7
129,7,2,7
128,7,2,7
138,5,2,7
122,8,2,7
153,2,2,7
168,9,3,8
160,9,3,8
185,4,3,8
182,5,3,8
158,10,3,8
190,3,3,8
177,6,3,8
171,8,3,8
187,4,3,8
188,3,3,8
194,2,3,8
167,9,3,8
178,6,3,8
191,3,3,8
172,8,3,8
179,6,3,8
183,5,3,8
157,10,3,9
166,9,3,9
161,9,3,9
155,10,3,9
176,7,3,9
186,4,3,9
184,5,3,9
175,7,3,9
196,2,3,9
154,10,3,9
180,6,3,9
193,2,3,9
9,9,0,10
13,8,0,10
55,2,0,10
0,10,0,10
14,8,0,10
15,8,0,10
16,8,0,10
19,7,0,10
2,10,0,10
7,9,0,10
54,2,0,10
53,3,0,10
46,4,0,10
31,6,0,10
29,6,0,10
68,8,1,11
95,2,1,11
99,2,1,11
61,10,1,11
91,4,1,11
65,9,1,11
96,2,1,11
76,7,1,11
88,4,1,11
90,4,1,11
75,7,1,11
84,6,1,11
93,3,1,11
98,2,1,11
60,10,1,11
73,8,1,11
70,8,1,11
89,4,1,11
58,10,1,12
62,10,1,12
83,6,1,12
78,7,1,12
69,8,1,12
87,5,1,12
77,7,1,12
81,6,1,12
64,9,1,12
71,8,1,12
72,8,1,12
97,2,1,12
94,3,1,12
80,6,1,12
85,5,1,12
