PRN Index,PRN VRAM,PRN Type,GPU Index
192,6,5,0
195,5,5,0
193,6,5,0
196,5,5,0
194,6,5,0
200,3,5,0
201,3,5,0
202,3,5,0
181,9,5,0
203,3,5,0
204,3,5,0
206,2,5,0
177,10,5,0
197,4,5,0
178,10,5,0
189,7,5,0
190,7,5,0
198,4,5,0
205,2,5,0
156,8,4,1
157,8,4,1
145,10,4,1
146,10,4,1
148,10,4,1
149,10,4,1
150,10,4,1
151,9,4,1
158,8,4,1
168,5,4,1
170,3,4,1
171,3,4,1
172,2,4,1
173,2,4,1
51,7,1,2
52,7,1,2
53,6,1,2
54,6,1,2
55,5,1,2
56,5,1,2
57,5,1,2
58,5,1,2
59,4,1,2
60,4,1,2
61,4,1,2
62,4,1,2
64,3,1,2
65,3,1,2
33,10,1,2
34,10,1,2
35,10,1,2
67,2,1,2
87,7,2,3
88,7,2,3
89,6,2,3
91,5,2,3
101,2,2,3
117,8,3,3
121,7,3,3
122,7,3,3
104,10,3,3
138,3,3,3
111,9,3,3
112,8,3,3
113,8,3,3
114,8,3,3
127,5,3,3
66,3,1,4
68,2,1,4
73,9,2,4
74,9,2,4
75,9,2,4
79,8,2,4
80,8,2,4
81,8,2,4
82,8,2,4
83,8,2,4
84,8,2,4
85,8,2,4
86,7,2,4
90,5,2,4
115,8,3,5
120,7,3,5
125,6,3,5
126,5,3,5
118,8,3,5
119,8,3,5
128,5,3,5
129,5,3,5
130,5,3,5
131,5,3,5
134,4,3,5
135,4,3,5
136,4,3,5
137,4,3,5
139,3,3,5
140,3,3,5
141,3,3,5
142,2,3,5
143,2,3,5
144,2,3,5
123,6,3,5
116,8,3,6
105,10,3,6
106,10,3,6
107,10,3,6
108,10,3,6
109,10,3,6
110,9,3,6
132,4,3,6
124,6,3,6
133,4,3,6
154,8,4,6
155,8,4,6
169,3,4,6
13,6,0,7
14,5,0,7
15,5,0,7
17,4,0,7
18,4,0,7
19,4,0,7
20,4,0,7
21,4,0,7
22,4,0,7
23,4,0,7
24,4,0,7
25,3,0,7
26,3,0,7
27,3,0,7
28,3,0,7
29,2,0,7
30,2,0,7
31,2,0,7
32,2,0,7
47,8,1,7
48,7,1,7
49,7,1,7
50,7,1,7
63,3,1,7
0,10,0,8
1,10,0,8
2,10,0,8
3,8,0,8
4,8,0,8
5,7,0,8
6,7,0,8
7,6,0,8
8,6,0,8
9,6,0,8
10,6,0,8
11,6,0,8
12,6,0,8
16,4,0,8
76,9,2,9
77,9,2,9
78,9,2,9
92,4,2,9
96,3,2,9
93,4,2,9
94,4,2,9
95,4,2,9
97,3,2,9
98,3,2,9
99,3,2,9
102,2,2,9
103,2,2,9
69,10,2,9
70,10,2,9
71,10,2,9
72,9,2,9
100,2,2,9
174,2,4,10
175,2,4,10
147,10,4,10
152,9,4,10
153,9,4,10
159,8,4,10
160,7,4,10
167,5,4,10
161,7,4,10
162,7,4,10
164,6,4,10
163,7,4,10
165,6,4,10
166,6,4,10
36,10,1,11
37,10,1,11
38,10,1,11
39,9,1,11
40,9,1,11
41,9,1,11
42,9,1,11
43,9,1,11
44,8,1,11
45,8,1,11
46,8,1,11
179,9,5,12
180,9,5,12
183,8,5,12
184,7,5,12
185,7,5,12
182,9,5,12
186,7,5,12
187,7,5,12
188,7,5,12
191,6,5,12
199,4,5,12
176,10,5,12
