PRN Index,PRN VRAM,PRN Type,GPU Index
0,10,0,6
1,10,0,6
2,10,0,12
3,8,0,12
4,8,0,12
5,7,0,12
6,7,0,6
7,6,0,12
8,6,0,12
9,6,0,12
10,6,0,12
11,6,0,6
12,6,0,12
13,6,0,6
14,5,0,6
15,5,0,12
16,4,0,6
17,4,0,12
18,4,0,12
19,4,0,6
20,4,0,12
21,4,0,12
22,4,0,6
23,4,0,6
24,4,0,12
25,3,0,12
26,3,0,12
27,3,0,12
28,3,0,6
29,2,0,6
30,2,0,6
31,2,0,6
32,2,0,12
33,10,1,11
34,10,1,11
35,10,1,13
36,10,1,2
37,10,1,2
38,10,1,2
39,9,1,11
40,9,1,2
41,9,1,2
42,9,1,2
43,9,1,2
44,8,1,13
45,8,1,13
46,8,1,11
47,8,1,11
48,7,1,2
49,7,1,13
50,7,1,13
51,7,1,11
52,7,1,11
53,6,1,13
54,6,1,2
55,5,1,11
56,5,1,11
57,5,1,13
58,5,1,2
59,4,1,13
60,4,1,11
61,4,1,13
62,4,1,2
63,3,1,11
64,3,1,2
65,3,1,2
66,3,1,13
67,2,1,13
68,2,1,11
69,10,2,7
70,10,2,4
71,10,2,4
72,9,2,4
73,9,2,4
74,9,2,4
75,9,2,4
76,9,2,7
77,9,2,4
78,9,2,4
79,8,2,14
80,8,2,14
81,8,2,4
82,8,2,7
83,8,2,7
84,8,2,7
85,8,2,7
86,7,2,7
87,7,2,14
88,7,2,7
89,6,2,7
90,5,2,4
91,5,2,14
92,4,2,4
93,4,2,7
94,4,2,7
95,4,2,14
96,3,2,4
97,3,2,14
98,3,2,7
99,3,2,7
100,2,2,4
101,2,2,14
102,2,2,14
103,2,2,14
104,10,3,3
105,10,3,3
106,10,3,9
107,10,3,3
108,10,3,3
109,10,3,8
110,9,3,3
111,9,3,9
112,8,3,9
113,8,3,9
114,8,3,9
115,8,3,8
116,8,3,3
117,8,3,3
118,8,3,8
119,8,3,8
120,7,3,9
121,7,3,9
122,7,3,8
123,6,3,8
124,6,3,3
125,6,3,9
126,5,3,9
127,5,3,9
128,5,3,9
129,5,3,3
130,5,3,8
131,5,3,8
132,4,3,3
133,4,3,3
134,4,3,3
135,4,3,8
136,4,3,3
137,4,3,8
138,3,3,9
139,3,3,9
140,3,3,8
141,3,3,3
142,2,3,3
143,2,3,8
144,2,3,8
145,10,4,1
146,10,4,1
147,10,4,1
148,10,4,1
149,10,4,1
150,10,4,1
151,9,4,1
152,9,4,1
153,9,4,1
154,8,4,10
155,8,4,1
156,8,4,10
157,8,4,10
158,8,4,10
159,8,4,10
160,7,4,10
161,7,4,6
162,7,4,6
163,7,4,10
164,6,4,10
165,6,4,10
166,6,4,10
167,5,4,6
168,5,4,6
169,3,4,6
170,3,4,1
171,3,4,10
172,2,4,1
173,2,4,10
174,2,4,10
175,2,4,10
176,10,5,0
177,10,5,0
178,10,5,0
179,9,5,0
180,9,5,0
181,9,5,0
182,9,5,5
183,8,5,0
184,7,5,5
185,7,5,5
186,7,5,0
187,7,5,0
188,7,5,5
189,7,5,5
190,7,5,5
191,6,5,5
192,6,5,5
193,6,5,5
194,6,5,5
195,5,5,5
196,5,5,5
197,4,5,5
198,4,5,0
199,4,5,5
200,3,5,0
201,3,5,0
202,3,5,0
203,3,5,0
204,3,5,5
205,2,5,0
206,2,5,0
