PRN Index,PRN VRAM,PRN Type,GPU Index
0,140,0,26
1,138,0,26
2,137,0,55
3,137,0,26
4,136,0,2
5,136,0,2
6,135,0,2
7,133,0,5
8,132,0,5
9,132,0,5
10,130,0,18
11,129,0,18
12,127,0,18
13,125,0,23
14,125,0,23
15,123,0,23
16,122,0,23
17,120,0,38
18,120,0,38
19,119,0,38
20,119,0,38
21,116,0,41
22,114,0,18
23,114,0,41
24,112,0,41
25,107,0,41
26,107,0,52
27,106,0,52
28,105,0,52
29,105,0,52
30,104,0,55
31,103,0,5
32,102,0,55
33,100,0,83
34,100,0,55
35,99,0,83
36,99,0,83
37,98,0,83
38,98,0,83
39,97,0,94
40,96,0,94
41,94,0,94
42,93,0,2
43,90,0,94
44,86,0,94
45,85,0,26
46,84,0,95
47,84,0,95
48,83,0,95
49,81,0,95
50,81,0,95
51,80,0,95
52,80,0,57
53,77,0,52
54,77,0,57
55,76,0,57
56,75,0,57
57,74,0,57
58,73,0,97
59,70,0,97
60,69,0,97
61,68,0,97
62,67,0,97
63,65,0,97
64,60,0,97
65,56,0,61
66,55,0,28
67,55,0,61
68,55,0,28
69,54,0,28
70,53,0,61
71,51,0,28
72,50,0,28
73,50,0,61
74,49,0,28
75,48,0,61
76,46,0,55
77,46,0,61
78,46,0,28
79,43,0,41
80,43,0,61
81,43,0,61
82,42,0,61
83,41,0,28
84,40,0,28
85,40,0,28
86,40,0,61
87,139,1,0
88,139,1,0
89,137,1,21
90,135,1,20
91,135,1,1
92,135,1,0
93,135,1,1
94,133,1,20
95,130,1,1
96,130,1,30
97,129,1,20
98,127,1,30
99,127,1,43
100,126,1,30
101,124,1,49
102,124,1,21
103,123,1,44
104,122,1,49
105,121,1,87
106,119,1,43
107,117,1,87
108,116,1,30
109,115,1,43
110,114,1,34
111,114,1,53
112,113,1,43
113,113,1,21
114,112,1,34
115,112,1,49
116,112,1,87
117,108,1,44
118,107,1,44
119,106,1,53
120,106,1,53
121,100,1,20
122,100,1,1
123,99,1,53
124,99,1,62
125,95,1,62
126,94,1,62
127,93,1,71
128,93,1,62
129,91,1,71
130,91,1,34
131,90,1,71
132,90,1,62
133,90,1,71
134,89,1,44
135,89,1,71
136,86,1,0
137,84,1,87
138,79,1,34
139,79,1,49
140,76,1,88
141,76,1,88
142,76,1,34
143,75,1,53
144,74,1,88
145,73,1,88
146,70,1,88
147,69,1,88
148,69,1,44
149,67,1,21
150,65,1,98
151,65,1,87
152,63,1,98
153,62,1,88
154,60,1,98
155,59,1,98
156,56,1,11
157,56,1,21
158,55,1,98
159,54,1,49
160,54,1,98
161,54,1,11
162,53,1,98
163,52,1,11
164,49,1,98
165,43,1,71
166,42,1,11
167,40,1,98
168,140,2,27
169,139,2,80
170,139,2,90
171,137,2,90
172,136,2,99
173,132,2,99
174,131,2,27
175,131,2,99
176,128,2,24
177,126,2,24
178,123,2,8
179,120,2,8
180,117,2,24
181,113,2,59
182,113,2,24
183,112,2,59
184,111,2,59
185,108,2,8
186,106,2,90
187,103,2,59
188,102,2,7
189,101,2,7
190,90,2,99
191,89,2,63
192,88,2,7
193,87,2,63
194,86,2,7
195,84,2,63
196,82,2,63
197,79,2,63
198,76,2,63
199,75,2,86
200,74,2,86
201,74,2,86
202,73,2,7
203,72,2,80
204,71,2,86
205,69,2,86
206,67,2,86
207,67,2,27
208,63,2,80
209,59,2,59
210,55,2,86
211,53,2,90
212,52,2,27
213,50,2,27
214,50,2,8
215,47,2,7
216,46,2,90
217,45,2,80
218,43,2,27
219,41,2,80
220,41,2,8
